LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,TotalLivingArea,TotalFloorArea,TotalOutdoorArea,HouseAge,RemodAge,TotalBathrooms,OverallScore,GarageSizeScore,TotalSF,SalePrice
-0.2374555488214252,-0.3332441627653644,0.625,-0.7880514215093862,0.2684816580535676,0.8793773705879949,2,2,2,3,-0.4883208288000172,0,-0.4883847334561038,0.3616669416242343,0.6666666666666666,0.7071067811865475,2,0.75,0.0,1,0.3684869436018101,2,0.5714285714285714,0.3735086294016977,0.0,0.8026846447052154,-0.1266538871757829,0.5947020234922593,0.8026846447052154,1.2880514215093863,0.2315183419464324,1.0202200572599405,1.045887276662131,0.2134335025152558,0.1063811946922421,208500.0
0.6333208274661174,-0.0131885226588615,0.5,-0.0586633407508277,0.7218648385964108,0.0,3,1,2,1,0.5322885053589688,0,0.3361356392322264,-0.3204331792483121,0.6666666666666666,0.0,3,0.5,0.6324555320336759,1,0.7081179846349176,2,0.5714285714285714,-0.0515407055719861,0.9433708335902375,0.0,0.2118553261106566,0.3361356392322264,0.9433708335902375,0.3086633407508277,-0.4718648385964108,0.6666666666666666,1.5,-0.0294518317554206,0.8684241445911951,181500.0
-0.0633002735639166,0.4460217435809036,0.625,-0.7091867860611542,0.2936749891968885,0.8478432572365536,2,2,2,2,-0.3274365987848076,0,-0.3470839662381977,0.4680576917636718,0.6666666666666666,0.7071067811865475,2,0.5,0.6324555320336759,1,0.417649660493763,2,0.5714285714285714,0.6633149941564821,0.0,0.7315142413269676,0.1406210929788642,0.7435857544199118,0.7315142413269676,1.2091867860611545,0.2063250108031115,1.0202200572599405,1.045887276662131,0.3790371395179897,0.4161491556351042,223500.0
-0.5277143409172728,-0.0271039852721877,0.625,0.8583427878484847,0.7933812260287691,0.0,3,0,3,3,-0.7397024381987823,2,-0.2591349975461603,0.3715636675898648,0.3333333333333333,0.0,2,0.625,0.6324555320336759,5,0.4767324373639212,3,0.8571428571428571,0.82753860085086,0.0,0.6969571032947177,-0.3681387706089175,0.7599143331839762,0.6969571032947177,-0.8583427878484847,-0.7933812260287691,0.3333333333333333,1.045887276662131,0.7093188007293085,0.0202118949851938,140000.0
0.8655278611427955,1.2837325929031418,0.75,-0.6727257687400744,0.3401673801404331,0.9755146769630382,2,2,2,0,0.2381720223624136,0,0.1142180669052514,1.0090247104682446,0.6666666666666666,0.7071067811865475,2,0.875,0.6324555320336759,1,0.4389667525757357,2,0.8571428571428571,1.7645791802246629,0.8709266860581039,0.8640493893988255,1.247196732830658,1.316893655511161,1.7349760754569292,1.1727257687400745,0.1598326198595669,1.0202200572599405,1.170887276662131,1.512496440192568,1.5550656778735743,250000.0
0.923579619561965,1.2433777513244957,0.375,-0.4539754647299355,0.4405124837953327,0.0,3,5,2,3,-0.6391497944392763,0,-0.6257362220302041,-0.1588309668860459,0.3333333333333333,0.7071067811865475,3,0.375,0.0,1,0.5515485012954586,3,0.5714285714285714,0.045061416012942,0.6145619250609435,0.6678747387394074,-0.7979807613253223,0.2560078040184715,1.2824366638003508,1.2039754647299354,0.3094875162046673,0.686886723926607,0.795887276662131,0.0257493805788239,-0.3831419904208047,143000.0
0.3430620353702698,0.1215131554381362,0.75,-0.8312044493545858,0.2128394422764252,0.8707062564571272,2,2,0,0,1.5981465292097323,0,1.0773023044103027,0.3389695089206156,0.6666666666666666,0.0,2,0.625,0.6324555320336759,1,0.3396310410331076,2,0.5714285714285714,0.7985579643753815,0.9176757213461754,0.789713867102638,1.937116038130348,1.0773023044103027,1.7073895884488133,1.0812044493545858,0.0371605577235747,0.6666666666666666,1.170887276662131,0.4563188367859322,2.675448833620035,307000.0
-0.0052485151447471,0.2044493126135605,0.625,0.0,0.758329613265087,0.9129321058255386,3,1,2,2,0.1426470107908829,0,0.0397225122813669,0.872509468348934,0.6666666666666666,0.7071067811865475,3,0.625,0.894427190999916,1,0.7277278084188872,2,0.5714285714285714,0.0643818403299276,0.904213768304693,1.0,1.0151564791398169,1.201735733064472,1.904213768304693,0.75,-0.0083296132650869,1.0202200572599405,1.291826061118852,0.0367896230456729,1.3443827438553548,200000.0
-1.0501801666897983,-0.981704720546366,0.625,0.6566785347777812,1.0,0.0,3,0,3,3,-0.2469944837772028,2,-0.1316863116992609,0.4514117950837977,0.6666666666666666,0.0,3,0.75,0.894427190999916,5,0.9067894077201738,3,0.5714285714285714,-0.0128998569380148,0.746505642602139,0.0,0.2044173113065949,0.8846635458631006,0.746505642602139,-0.1566785347777811,-0.5,0.6666666666666666,1.045887276662131,-0.0073713468217227,0.6376690620858978,129900.0
-1.1082319251089678,-0.6199026925998845,0.375,0.548252405608417,1.0,0.0,3,0,3,3,-0.1489556561116845,0,-0.0199976084758979,-0.6372785419963052,0.3333333333333333,0.0,3,0.375,0.894427190999916,1,0.8813127588558042,2,0.2857142857142857,-1.28321775577982,0.0,0.313018908131133,-0.7862341981079897,-0.0199976084758979,0.313018908131133,-0.048252405608417,-0.5,0.3333333333333333,1.041826061118852,-0.3666336445085199,-0.1689532645875824,118000.0
