LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,FullBath,HalfBath,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice,HasFireplace,HasGarage
-0.2374555488214252,-0.3332441627653644,0.6526435830103621,-1.1452577365501528,-0.8701694651841416,1.2377838259838512,2,2,2,3,-0.4883208288000172,0,-0.8309435517203541,0.4985968674566872,0.7897405221108432,1.0,2,0.9811476838393238,-1.0339774854112231,1,-1.0671212203791762,2,0.3159455963373732,0.3735086294016977,-0.9473956549523308,0.8637365965620176,208500.0,0,1
0.6333208274661174,-0.0131885226588615,-0.0730682457749608,0.0617274676317829,0.5974201024849616,-0.8056805174350673,3,1,2,1,0.5322885053589688,0,0.3657013291277124,-0.4496369573911693,0.7897405221108432,0.0,3,-0.3163845792090573,0.8057946911106911,1,0.3483485205811906,2,0.3159455963373732,-0.0515407055719861,1.254734214562962,-1.0775586508343864,181500.0,1,0
-0.0633002735639166,0.4460217435809036,0.6526435830103621,-1.014753207301165,-0.7886193072878963,1.1645060292264546,2,2,2,2,-0.3274365987848076,0,-0.6258705840265325,0.6464978937812406,0.7897405221108432,1.0,2,-0.3163845792090573,0.8057946911106911,1,-0.8622272921555276,2,0.3159455963373732,0.6633149941564821,-0.9473956549523308,0.6916107601643162,223500.0,1,1
-0.5277143409172728,-0.0271039852721877,0.6526435830103621,1.5791814246699212,0.8289167892112851,-0.8056805174350673,3,0,4,3,-0.7397024381987823,2,-0.4982282762712387,0.512354980127678,-1.0260408358133,0.0,2,0.3323815523151333,0.8057946911106911,5,-0.6159898380723196,3,1.662750182184278,0.82753860085086,-0.9473956549523308,0.6080342170372631,140000.0,1,1
0.8655278611427955,1.2837325929031418,1.378355411795685,-0.9544178253599128,-0.6381246465837993,1.4611841137560766,2,2,2,0,0.2381720223624136,0,0.0436273868799739,1.3985329830091875,0.7897405221108432,1.0,2,1.6299138153635144,0.8057946911106911,1,-0.7733847095826446,2,1.662750182184278,1.7645791802246629,1.0856263563679542,1.0121474176948275,250000.0,1,1
0.923579619561965,1.2433777513244957,-0.7987800745602838,-0.592431679279831,-0.3133101549780846,-0.8056805174350673,3,5,2,3,-0.6391497944392763,0,-1.0302848428799205,-0.2249827178696662,-1.0260408358133,1.0,3,-0.965150710733248,-1.0339774854112231,1,-0.304181252170643,3,0.3159455963373732,0.045061416012942,0.4871888410438232,0.5376984301666828,143000.0,0,1
0.3430620353702698,0.1215131554381362,1.378355411795685,-1.2166670006974896,-1.0502818709834802,1.2176342142963268,2,2,0,0,1.5981465292097323,0,1.4413731076779703,0.4670436206998218,0.7897405221108432,0.0,2,0.3323815523151333,0.8057946911106911,1,-1.1873830692662966,2,0.3159455963373732,0.7985579643753815,1.1947535874771609,0.8323667315957252,307000.0,1,1
-0.0052485151447471,0.2044493126135605,0.6526435830103621,0.1588030659065653,0.7154556300205854,1.3157570685349245,3,1,2,2,0.1426470107908829,0,-0.0644896797680635,1.2087538490907916,0.7897405221108432,1.0,3,0.3323815523151333,1.567853278302736,1,0.430075774095301,2,0.3159455963373732,0.0643818403299276,1.1633290746142402,1.3409443817100342,200000.0,1,1
-1.0501801666897983,-0.981704720546366,0.6526435830103621,1.2454691306390118,1.4977363885658417,-0.8056805174350673,3,0,4,3,-0.2469944837772028,2,-0.3132591444688947,0.6233572993233653,0.7897405221108432,0.0,3,0.9811476838393238,1.567853278302736,5,1.1763452399484946,3,0.3159455963373732,-0.0128998569380148,0.795187764846212,-1.0775586508343864,129900.0,1,0
-1.1082319251089678,-0.6199026925998845,-0.7987800745602838,1.0660464925311346,1.4977363885658417,-0.8056805174350673,3,0,4,3,-0.1489556561116845,0,-0.151162828370571,-0.8901052713675804,-1.0260408358133,0.0,3,-0.965150710733248,1.567853278302736,1,1.0701670017671612,2,-1.0308589895095317,-1.28321775577982,-0.9473956549523308,-0.320521472275498,118000.0,1,0
0.0528032432744223,0.4321062809675773,-0.7987800745602838,0.4003507812748961,1.009156750747359,-0.8056805174350673,3,1,4,3,-0.0257786675062896,0,-0.2597396868410133,-0.9826337725095656,-1.0260408358133,0.0,3,-0.965150710733248,-1.0339774854112231,5,0.6205885408058971,3,-1.0308589895095317,-0.418628767594713,-0.9473956549523308,-1.0775586508343864,129500.0,0,0
0.923579619561965,0.6336021796085409,2.104067240581008,-1.2933870321506171,-1.151723189324791,1.383322728305908,0,2,0,3,0.3135865051820432,0,0.1471884858804384,1.614141083563123,2.605521880034986,0.0,0,2.278679946887705,1.567853278302736,3,-1.323724708552503,0,1.662750182184278,1.2815685723000223,0.9830699782367694,0.3763862572714975,340037.5,1,1
-0.0052485151447471,0.9241570389747924,-0.7987800745602838,0.4854395262964746,1.1126173019513503,-0.8056805174350673,3,1,4,3,-0.3475471275367088,4,-0.6511058379807464,-1.3161534918383877,-1.0260408358133,0.0,3,-1.6139168422574386,-1.0339774854112231,5,0.68376614877215,3,-1.0308589895095317,-0.5731921621305981,0.9643524101511104,-1.0775586508343864,144000.0,0,0
1.271890170076982,0.279592810725522,0.6526435830103621,-1.3768151056583446,-1.2639284595977078,1.409378710496469,2,2,2,0,1.1154938391641036,0,0.9628926501560714,0.0592856492137982,0.7897405221108432,0.0,2,0.3323815523151333,0.8057946911106911,1,-1.4811195800628283,2,1.662750182184278,1.7838996045416486,1.015594099643519,0.5811484055312741,279500.0,1,1
-0.0052485151447471,0.3541796903329505,-0.0730682457749608,0.5407248966376301,1.1798395284345613,1.2679872678304074,3,1,4,3,0.50966416051308,4,0.3414713186462069,-0.4702856166367177,-1.0260408358133,1.0,3,-0.965150710733248,0.8057946911106911,1,0.7238122848918327,2,-1.0308589895095317,-0.5731921621305981,-0.9473956549523308,1.3409443817100342,157000.0,1,0
-1.0501801666897983,-0.981704720546366,0.6526435830103621,1.2889040753012415,-0.7114872501944441,-0.8056805174350673,3,0,4,3,-0.5486524150557209,0,-0.8374735250395974,-1.474974837268532,-1.0260408358133,0.0,3,-0.965150710733248,-1.0339774854112231,5,-0.2019914783886675,3,0.3159455963373732,0.5087515996205971,0.5560476499267695,1.1460799925594978,132000.0,0,1
-0.0052485151447471,0.4435169603105048,-0.0730682457749608,0.252116580399592,0.8289167892112851,1.2050205397619729,3,1,4,3,-0.116276046889845,0,-0.3672520205361694,-1.074255092478018,-1.0260408358133,0.0,3,-0.965150710733248,0.8057946911106911,1,0.5057433920915158,0,0.3159455963373732,0.045061416012942,-0.9473956549523308,-1.0775586508343864,149000.0,1,1
0.1689067601127613,0.3182777967905689,-1.5244919033456066,0.3420742003709711,0.9382974710497324,-0.8056805174350673,3,3,3,4,-2.5345671293059646,4,0.4564661657791106,-0.3722877467945369,0.7897405221108432,0.0,3,-0.3163845792090573,-1.0339774854112231,4,0.5761882591202308,3,0.3159455963373732,0.2189452348658127,-0.9473956549523308,-1.0775586508343864,90000.0,0,1
-0.1794037904022557,1.1264878653725554,-0.7987800745602838,-1.2166670006974896,-0.9569969513326478,-0.8056805174350673,3,2,4,3,0.1602437234487965,0,-0.0444355559484578,-0.799152975571706,-1.0260408358133,1.0,2,-0.3163845792090573,-1.0339774854112231,5,-1.1873830692662966,3,0.3159455963373732,0.5087515996205971,-0.9473956549523308,1.102495720649869,159000.0,0,1
0.0528032432744223,-0.580939397282571,-0.7987800745602838,0.5949364578868693,1.009156750747359,-0.8056805174350673,3,1,4,3,-0.0534306445401537,4,0.5695686114636033,-0.2759025693073119,-1.0260408358133,0.0,3,-0.3163845792090573,-1.0339774854112231,1,0.7623468802648427,3,-1.0308589895095317,-0.8533383147268897,-0.9473956549523308,-1.0775586508343864,139000.0,0,0
1.8524077542686772,1.271208676551148,1.378355411795685,-1.2933870321506171,-1.151723189324791,1.492905576662895,2,2,0,0,0.2708516315842531,0,0.0802018117163152,1.701413842928195,2.605521880034986,1.0,2,1.6299138153635144,0.8057946911106911,3,-1.323724708552503,2,1.662750182184278,1.846690983571852,1.171428082176846,1.2947356087255713,325300.0,1,1
-0.7018696161747813,-0.6118317242841553,0.6526435830103621,1.2672536341214091,1.4977363885658417,-0.8056805174350673,3,2,4,3,-1.0388465533833129,0,-0.06162093085815,-0.8137982416473476,-1.0260408358133,0.0,2,-0.3163845792090573,0.8057946911106911,1,1.188873563852564,3,-1.0308589895095317,-0.9209597998363394,-0.9473956549523308,-1.0775586508343864,139400.0,1,0
0.3430620353702698,0.0263313911629849,1.378355411795685,-1.0781886893533947,-0.7886193072878963,1.3765249246214089,2,2,2,3,1.8269037937626087,0,1.6722581441451192,0.6638023652552614,0.7897405221108432,0.0,2,0.3323815523151333,0.8057946911106911,1,-0.9595433307272566,2,0.3159455963373732,0.305887144292248,1.0411252723434108,1.3096693597011753,230000.0,1,1
-1.4565424756239849,-1.5093790628436965,-0.7987800745602838,0.0617274676317829,0.5974201024849616,-0.8056805174350673,3,2,2,3,-0.0257786675062896,4,-0.2008139984909469,-0.9324176795170092,-1.0260408358133,0.0,3,-0.3163845792090573,0.8057946911106911,1,0.3483485205811906,3,0.3159455963373732,0.4894311753036114,0.8354646805116817,1.1376802399577717,129900.0,1,1
-0.0052485151447471,-0.3900192502277354,-0.7987800745602838,0.3124391236562155,-0.7114872501944441,-0.8056805174350673,3,1,4,2,0.0244976543734633,0,-0.2008139984909469,-0.9324176795170092,-1.0260408358133,0.0,2,-0.3163845792090573,0.8057946911106911,1,0.5532424488048393,3,-1.0308589895095317,-0.9692608606288036,1.373860020266961,1.0442307809333833,154000.0,1,0
2.229744183993279,1.275383315335146,1.378355411795685,-1.469095743265862,-1.2639284595977078,1.5180821944170215,2,2,2,3,1.2964885979312144,0,1.22022171941939,0.2785798286054298,0.7897405221108432,0.0,2,0.3323815523151333,0.8057946911106911,1,-1.6672782012074403,2,1.662750182184278,2.025404908503969,-0.9473956549523308,0.8241861141695439,256300.0,1,1
-0.5277143409172728,-0.6811307280985198,-0.7987800745602838,0.777043168345185,-0.6381246465837993,-0.8056805174350673,3,1,4,2,-0.3777129206645607,4,-0.6891671646813086,-1.348589109894487,-1.0260408358133,0.0,2,-0.965150710733248,-1.0339774854112231,5,-1.323724708552503,3,0.3159455963373732,0.5087515996205971,1.1414408214079914,0.5671063584166527,134800.0,0,1
1.6782524790111686,0.5094762530976711,1.378355411795685,-1.469095743265862,-1.3912871631142434,1.245558662108356,2,2,0,3,1.6433952189015102,0,1.464534687298647,0.486781770030836,0.7897405221108432,0.0,2,0.3323815523151333,0.8057946911106911,1,-1.89511793974648,2,1.662750182184278,1.455452391152893,-0.9473956549523308,0.7718685066764294,306000.0,1,1
